,words,tags,cased
4883,05/25/2001 11:45 am,NUM NUM NOUN,05/25/2001 11:45 AM
4884,do you want 6/1/01 and forward or do you want to include all of may since they have not been settled ?,AUX PRON VERB NUM CCONJ ADV CCONJ AUX PRON VERB PART VERB DET ADP PROPN SCONJ PRON AUX PART AUX VERB PUNCT,Do you want 6/1/01 and forward or do you want to include all of May since they have not been settled ?
4885,just let me know and i can send you a new attachment .,ADV VERB PRON VERB CCONJ PRON AUX VERB PRON DET ADJ NOUN PUNCT,Just let me know and I can send you a new attachment .
4886,carol st clair 05/25/2001 10:56 am,PROPN PROPN PROPN NUM NUM NOUN,Carol St Clair 05/25/2001 10:56 AM
4887,rhonda :,PROPN PUNCT,Rhonda :
4888,does attachment a to the select eei master need to be updated or is the version that you sent to me the current version ?,AUX NOUN NOUN ADP DET ADJ NOUN NOUN VERB PART AUX VERB CCONJ AUX DET NOUN PRON PRON VERB ADP PRON DET ADJ NOUN PUNCT,Does Attachment A to the Select EEI Master need to be updated or is the version that you sent to me the current version ?
4889,carol st. clair eb 3889 713-853-3989 ( phone ) 713-646-3393 ( fax ) carol.st.clair@enron.com,PROPN PROPN PROPN PROPN NUM NUM PUNCT NOUN PUNCT NUM PUNCT NOUN PUNCT X,Carol St. Clair EB 3889 713-853-3989 ( Phone ) 713-646-3393 ( Fax ) carol.st.clair@enron.com
4890,lemelpe@nu.com,X,lemelpe@NU.COM
4891,05/25/2001 10:44 am,NUM NUM NOUN,05/25/2001 10:44 AM
4892,carol -,PROPN PUNCT,Carol -
4893,i think valerie mooney ( our credit person ) and ed sacks are still discussing some minor fine tuning of the loc format .,PRON VERB PROPN PROPN PUNCT PRON NOUN NOUN PUNCT CCONJ PROPN PROPN AUX ADV VERB DET ADJ ADJ NOUN ADP DET NOUN NOUN PUNCT,I think Valerie Mooney ( our credit person ) and Ed Sacks are still discussing some minor fine tuning of the LOC format .
4894,"i spoke to bob bruce this morning - we 're all set on the language in the schedule to the isda , and there is a minor credit / billing issue in paragraph 13 related to the timing of transfer of interest on collateral that val will discuss with ed as well .",PRON VERB ADP PROPN PROPN DET NOUN PUNCT PRON AUX ADV ADJ ADP DET NOUN ADP DET NOUN ADP DET NOUN PUNCT CCONJ PRON VERB DET ADJ NOUN PUNCT NOUN NOUN ADP NOUN NUM ADJ ADP DET NOUN ADP NOUN ADP NOUN ADP NOUN PRON PROPN AUX VERB ADP PROPN ADV ADV PUNCT,"I spoke to Bob Bruce this morning - we 're all set on the language in the Schedule to the ISDA , and there is a minor credit / billing issue in Paragraph 13 related to the timing of transfer of interest on collateral that Val will discuss with Ed as well ."
4895,"as far as the eei goes , the only remaining issue that i 'm aware of ( aside from finalizing the loc ) is whether we 've finished coordinating the attachment containing the list of prior transactions .",ADV ADV SCONJ DET NOUN VERB PUNCT DET ADJ VERB NOUN PRON PRON AUX ADJ ADP PUNCT ADV SCONJ VERB DET NOUN PUNCT VERB SCONJ PRON AUX VERB VERB DET NOUN VERB DET NOUN ADP ADJ NOUN PUNCT,"As far as the EEI goes , the only remaining issue that I 'm aware of ( aside from finalizing the LOC ) is whether we 've finished coordinating the Attachment containing the list of prior transactions ."
4896,sounds like we may actually get these documents executed early next week .,VERB SCONJ PRON AUX ADV VERB DET NOUN VERB ADV ADJ NOUN PUNCT,Sounds like we may actually get these documents executed early next week .
4897,phyllis lemell,PROPN PROPN,Phyllis Lemell
4898,carol st. clair eb 3889 713-853-3989 ( phone ) 713-646-3393 ( fax ) carol.st.clair@enron.com,PROPN PROPN PROPN PROPN NUM NUM PUNCT NOUN PUNCT NUM PUNCT NOUN PUNCT X,Carol St. Clair EB 3889 713-853-3989 ( Phone ) 713-646-3393 ( Fax ) carol.st.clair@enron.com
4899,rhonda l denton,PROPN PROPN PROPN,Rhonda L Denton
4900,06/01/2001 03:20 pm,NUM NUM NOUN,06/01/2001 03:20 PM
4901,i am missing deal no. 74419 on your sheet .,PRON AUX VERB NOUN NOUN NUM ADP PRON NOUN PUNCT,I am missing Deal No. 74419 on your sheet .
4902,it is enpower no. 295870 .,PRON AUX PROPN NOUN NUM PUNCT,It is Enpower No. 295870 .
4903,will fax .,AUX VERB PUNCT,Will fax .
4904,rhonda :,PROPN PUNCT,Rhonda :
4905,thanks so much for your help on this .,NOUN ADV ADV ADP PRON NOUN ADP PRON PUNCT,Thanks so much for your help on this .
4906,carol st. clair eb 3889 713-853-3989 ( phone ) 713-646-3393 ( fax ) carol.st.clair@enron.com,PROPN PROPN PROPN PROPN NUM NUM PUNCT NOUN PUNCT NUM PUNCT NOUN PUNCT X,Carol St. Clair EB 3889 713-853-3989 ( Phone ) 713-646-3393 ( Fax ) carol.st.clair@enron.com
4907,rhonda l denton,PROPN PROPN PROPN,Rhonda L Denton
4908,06/01/2001 03:20 pm,NUM NUM NOUN,06/01/2001 03:20 PM
4909,i am missing deal no. 74419 on your sheet .,PRON AUX VERB NOUN PROPN NUM ADP PRON NOUN PUNCT,I am missing Deal No. 74419 on your sheet .
4910,it is enpower no. 295870 .,PRON AUX PROPN NOUN NUM PUNCT,It is Enpower No. 295870 .
4911,will fax .,AUX VERB PUNCT,Will fax .
4912,carol st. clair eb 3889 713-853-3989 ( phone ) 713-646-3393 ( fax ) carol.st.clair@enron.com,PROPN PROPN PROPN PROPN NUM NUM PUNCT NOUN PUNCT NUM PUNCT NOUN PUNCT X,Carol St. Clair EB 3889 713-853-3989 ( Phone ) 713-646-3393 ( Fax ) carol.st.clair@enron.com
4913,rhonda l denton,PROPN PROPN PROPN,Rhonda L Denton
4914,06/01/2001 03:20 pm,NUM NUM NOUN,06/01/2001 03:20 PM
4915,i am missing deal no. 74419 on your sheet .,PRON AUX VERB NOUN NOUN NUM ADP PRON NOUN PUNCT,I am missing Deal No. 74419 on your sheet .
4916,it is enpower no. 295870 .,PRON AUX PROPN NOUN NUM PUNCT,It is Enpower No. 295870 .
4917,will fax .,AUX VERB PUNCT,Will fax .
4918,phyllis :,PROPN PUNCT,Phyllis :
4919,we can accept the language with your chnages .,PRON AUX VERB DET NOUN ADP PRON NOUN PUNCT,We can accept the language with your chnages .
4920,are we ready to execute ?,AUX PRON ADJ PART VERB PUNCT,Are we ready to execute ?
4921,i am out of the office today but will be back tomorrow .,PRON AUX ADP ADP DET NOUN NOUN CCONJ AUX AUX ADV NOUN PUNCT,I am out of the office today but will be back tomorrow .
4922,please call me .,INTJ VERB PRON PUNCT,Please call me .
4923,thanks .,NOUN PUNCT,thanks .
4924,carol st. clair eb 3889 713-853-3989 ( phone ) 713-646-3393 ( fax ) carol.st.clair@enron.com,PROPN PROPN PROPN PROPN NUM NUM PUNCT NOUN PUNCT NUM PUNCT NOUN PUNCT X,Carol St. Clair EB 3889 713-853-3989 ( Phone ) 713-646-3393 ( Fax ) carol.st.clair@enron.com
4925,lemelpe@nu.com,X,lemelpe@NU.COM
4926,06/04/01 08:38 am,NUM NUM NOUN,06/04/01 08:38 AM
4927,carol -,PROPN PUNCT,Carol -
4928,our credit person does n't understand why the transferability language needs to be eliminated .,PRON NOUN NOUN AUX PART VERB ADV DET NOUN NOUN VERB PART AUX VERB PUNCT,Our credit person does n't understand why the transferability language needs to be eliminated .
4929,it simply refers to the same icc publication for the transfer process that governs the letter of credit generally .,PRON ADV VERB ADP DET ADJ NOUN NOUN ADP DET NOUN NOUN PRON VERB DET NOUN ADP NOUN ADV PUNCT,It simply refers to the same ICC publication for the transfer process that governs the letter of credit generally .
4930,is there some specific concern that we can address ?,VERB PRON DET ADJ NOUN PRON PRON AUX VERB PUNCT,Is there some specific concern that we can address ?
4931,russell :,PROPN PUNCT,Russell :
4932,your comments to the transfer agreement were fine .,PRON NOUN ADP DET NOUN NOUN AUX ADJ PUNCT,Your comments to the transfer agreement were fine .
4933,"with respect to the guaranty , i will delete the schedule .",ADP NOUN ADP DET NOUN PUNCT PRON AUX VERB DET NOUN PUNCT,"With respect to the Guaranty , I will delete the Schedule ."
4934,our system did not show any other chnages .,PRON NOUN AUX PART VERB DET ADJ NOUN PUNCT,Our system did not show any other chnages .
4935,were there any ?,VERB PRON DET PUNCT,Were there any ?
4936,carol,PROPN,Carol
4937,yes .,INTJ PUNCT,Yes .
4938,carol st. clair eb 3889 713-853-3989 ( phone ) 713-646-3393 ( fax ) carol.st.clair@enron.com,PROPN PROPN PROPN PROPN NUM NUM PUNCT NOUN PUNCT NUM PUNCT NOUN PUNCT X,Carol St. Clair EB 3889 713-853-3989 ( Phone ) 713-646-3393 ( Fax ) carol.st.clair@enron.com
4939,"all ,",DET PUNCT,"All ,"
4940,please see the attached interconnect agreement with questar .,INTJ VERB DET VERB NOUN NOUN ADP PROPN PUNCT,Please see the attached Interconnect Agreement with Questar .
4941,i wanted you all to have a look at what we believe is the final draft .,PRON VERB PRON DET PART VERB DET NOUN SCONJ PRON PRON VERB AUX DET ADJ NOUN PUNCT,I wanted you all to have a look at what we believe is the final draft .
4942,"it is a fairly standard , fully reimbursable interconnect with questar .",PRON AUX DET ADV ADJ PUNCT ADV ADJ NOUN ADP PROPN PUNCT,"It is a fairly standard , fully reimbursable interconnect with Questar ."
4943,transwestern will own and operate the interconnect .,PROPN AUX VERB CCONJ VERB DET NOUN PUNCT,Transwestern will own and operate the interconnect .
4944,"you will notice that questar has requested a "" payment plan "" that details when they will pay transwestern for the interconnect due to the recent enron events .",PRON AUX VERB SCONJ PROPN AUX VERB DET PUNCT NOUN NOUN PUNCT PRON VERB ADV PRON AUX VERB PROPN ADP DET NOUN ADP ADP DET ADJ PROPN NOUN PUNCT,"You will notice that Questar has requested a "" Payment Plan "" that details when they will pay Transwestern for the interconnect due to the recent Enron events ."
4945,"if anyone has any questions or concerns about the timing of these payments , please give me a call .",SCONJ PRON VERB DET NOUN CCONJ NOUN ADP DET NOUN ADP DET NOUN PUNCT INTJ VERB PRON DET NOUN PUNCT,"If anyone has any questions or concerns about the timing of these payments , please give me a call ."
4946,"also , you will notice this interconnect may not be subject to the ciac tax gross up , but to protect ourselves , we have added language in para 3.2 that protects us financially if the irs ever comes back to determine that this interconnect is subject to the ciac tax .",ADV PUNCT PRON AUX VERB DET NOUN AUX PART AUX ADJ ADP DET NOUN NOUN NOUN NOUN PUNCT CCONJ PART VERB PRON PUNCT PRON AUX VERB NOUN ADP NOUN NUM PRON VERB PRON ADV SCONJ DET PROPN ADV VERB ADV PART VERB SCONJ DET NOUN AUX ADJ ADP DET NOUN NOUN PUNCT,"Also , you will notice this interconnect may not be subject to the CIAC tax gross up , but to protect ourselves , we have added language in Para 3.2 that protects us financially if the IRS ever comes back to determine that this interconnect is subject to the CIAC tax ."
4947,robert guthrie with the tax department has worked with us to develop this language .,PROPN PROPN ADP DET NOUN NOUN AUX VERB ADP PRON PART VERB DET NOUN PUNCT,Robert Guthrie with the tax department has worked with us to develop this language .
4948,we hope to execute this agreement this week .,PRON VERB PART VERB DET NOUN DET NOUN PUNCT,We hope to execute this Agreement this week .
4949,"if you have any comments , please let me know .",SCONJ PRON VERB DET NOUN PUNCT INTJ VERB PRON VERB PUNCT,"If you have any comments , please let me know ."
4950,"after execution , we will forward a final copy to you for your files .",ADP NOUN PUNCT PRON AUX VERB DET ADJ NOUN ADP PRON ADP PRON NOUN PUNCT,"After execution , we will forward a final copy to you for your files ."
4951,"thanks ,",NOUN PUNCT,"Thanks ,"
4952,kim 713-853-3098,PROPN NUM,Kim 713-853-3098
4953,<< file : questar so trails hub interconnect 02-05-02.doc >>,PUNCT NOUN PUNCT X X X X X NOUN PUNCT,<< File : Questar So Trails Hub Interconnect 02-05-02.doc >>
4954,"earl ,",PROPN PUNCT,"Earl ,"
4955,"we are looking at putting the metering facilities on their row ( also , i think we will have to purchase about 50 ft of row from elpaso to get to questar 's property ) .",PRON AUX VERB SCONJ VERB DET NOUN NOUN ADP PRON NOUN PUNCT ADV PUNCT PRON VERB PRON AUX VERB PART VERB ADV NUM NOUN ADP NOUN ADP PROPN PART VERB ADP PROPN PART NOUN PUNCT PUNCT,"We are looking at putting the metering facilities on their ROW ( also , I think we will have to purchase about 50 ft of ROW from ElPaso to get to Questar 's property ) ."
4956,"as you look at this , if for some reason we can not obtain elpaso row , we will have to look at plan b which would be to put the metering on our row .",SCONJ PRON VERB ADP PRON PUNCT SCONJ ADP DET NOUN PRON AUX PART VERB PROPN NOUN PUNCT PRON AUX VERB PART VERB ADP NOUN NOUN PRON AUX VERB PART VERB DET NOUN ADP PRON NOUN PUNCT,"As you look at this , if for some reason we can not obtain ElPaso ROW , we will have to look at Plan B which would be to put the metering on our ROW ."
4957,our in - service date is may 1 .,PRON ADP PUNCT NOUN NOUN AUX PROPN NUM PUNCT,Our in - service date is May 1 .
4958,"if you think that may 1 may be difficult due to receiving the parts / materials on a timely basis because of the issues that vendors may have with us because of recent enron events , please let me know .",SCONJ PRON VERB SCONJ PROPN NUM AUX AUX ADJ ADP SCONJ VERB DET NOUN PUNCT NOUN ADP DET ADJ NOUN ADP ADP DET NOUN PRON VERB AUX VERB ADP PRON ADP ADP ADJ PROPN NOUN PUNCT INTJ VERB PRON VERB PUNCT,"If you think that May 1 may be difficult due to receiving the parts / materials on a timely basis because of the issues that vendors may have with us because of recent Enron events , please let me know ."
4959,questar has already informed us that they would help obtain parts / materials to our specifications if it helps achieve an in - service date of may 1 .,PROPN AUX ADV VERB PRON SCONJ PRON AUX VERB VERB NOUN PUNCT NOUN ADP PRON NOUN SCONJ PRON VERB VERB DET ADP PUNCT NOUN NOUN ADP PROPN NUM PUNCT,Questar has already informed us that they would help obtain parts / materials to our specifications if it helps achieve an in - service date of May 1 .
4960,"thanks , kim .",NOUN PUNCT PROPN PUNCT,"Thanks , Kim ."
4961,kim,PROPN,Kim
4962,"has a location , theirs or tw land / row , been settled and when is the required in - service date ?",AUX DET NOUN PUNCT PRON CCONJ PROPN NOUN PUNCT NOUN PUNCT AUX VERB CCONJ ADV AUX DET VERB ADV PUNCT NOUN NOUN PUNCT,"Has a location , Theirs or TW land / ROW , been settled and when is the required in - service date ?"
4963,thanks,NOUN,Thanks
4964,earl chanley 505-625-8031,PROPN PROPN NUM,Earl Chanley 505-625-8031
4965,"all ,",DET PUNCT,"All ,"
4966,please see the attached interconnect agreement with questar .,INTJ VERB DET VERB NOUN NOUN ADP PROPN PUNCT,Please see the attached Interconnect Agreement with Questar .
4967,i wanted you all to have a look at what we believe is the final draft .,PRON VERB PRON DET PART VERB DET NOUN SCONJ PRON PRON VERB AUX DET ADJ NOUN PUNCT,I wanted you all to have a look at what we believe is the final draft .
4968,"it is a fairly standard , fully reimbursable interconnect with questar .",PRON AUX DET ADV ADJ PUNCT ADV ADJ NOUN ADP PROPN PUNCT,"It is a fairly standard , fully reimbursable interconnect with Questar ."
4969,transwestern will own and operate the interconnect .,PROPN AUX VERB CCONJ VERB DET NOUN PUNCT,Transwestern will own and operate the interconnect .
4970,"you will notice that questar has requested a "" payment plan "" that details when they will pay transwestern for the interconnect due to the recent enron events .",PRON AUX VERB SCONJ PROPN AUX VERB DET PUNCT NOUN NOUN PUNCT PRON VERB ADV PRON AUX VERB PROPN ADP DET NOUN ADP ADP DET ADJ PROPN NOUN PUNCT,"You will notice that Questar has requested a "" Payment Plan "" that details when they will pay Transwestern for the interconnect due to the recent Enron events ."
4971,"if anyone has any questions or concerns about the timing of these payments , please give me a call .",SCONJ PRON VERB DET NOUN CCONJ NOUN ADP DET NOUN ADP DET NOUN PUNCT INTJ VERB PRON DET NOUN PUNCT,"If anyone has any questions or concerns about the timing of these payments , please give me a call ."
4972,"also , you will notice this interconnect may not be subject to the ciac tax gross up , but to protect ourselves , we have added language in para 3. that protects us financially if the irs ever comes back to determine that this interconnect is subject to the ciac tax .",ADV PUNCT PRON AUX VERB DET NOUN AUX PART AUX ADJ ADP DET NOUN NOUN NOUN NOUN PUNCT CCONJ PART VERB PRON PUNCT PRON AUX VERB NOUN ADP NOUN NUM PRON VERB PRON ADV SCONJ DET PROPN ADV VERB ADV PART VERB SCONJ DET NOUN AUX ADJ ADP DET NOUN NOUN PUNCT,"Also , you will notice this interconnect may not be subject to the CIAC tax gross up , but to protect ourselves , we have added language in Para 3. that protects us financially if the IRS ever comes back to determine that this interconnect is subject to the CIAC tax ."
4973,robert guthrie with the tax department has worked with us to develop this language .,PROPN PROPN ADP DET NOUN NOUN AUX VERB ADP PRON PART VERB DET NOUN PUNCT,Robert Guthrie with the tax department has worked with us to develop this language .
